"player","team","year","war","g","pa","ab","r","h","x2b","x3b","hr","rbi","sb","cs","bb","so","ba","obp","slg","ops","ops_plus","r_oba","rbat","tb","gidp","hbp","sh","sf","ibb","pos","awards","war_to_2","g_to_2","pa_to_2","ab_to_2","r_to_2","h_to_2","x2b_to_2","x3b_to_2","hr_to_2","rbi_to_2","sb_to_2","cs_to_2","bb_to_2","so_to_2","ba_to_2","obp_to_2","slg_to_2","ops_to_2","ops_plus_to_2","r_oba_to_2","rbat_to_2","tb_to_2","gidp_to_2","hbp_to_2","sh_to_2","sf_to_2","ibb_to_2","dummy_team_change","position","age","years_contract","contract_value","average_annual_contract_value","years_experience","id_contract"
"Roberto Hernandez","HOU","2015",0,1,3,2,1,0,0,0,0,0,0,0,1,2,0,0.333,0,0.333,6,0.23,33,0,0,0,0,0,0,"1",0,0,1,3,2,1,0,0,0,0,0,0,0,1,2,0,0.333,0,0.333,6,0.23,33,0,0,0,0,0,0,1,NA,34.9,1,2600000,2600000,1,1929
"Robinson Chirinos","HOU","2019",3.8,114,437,366,57,87,22,1,17,58,1,2,51,125,0.238,0.347,0.443,0.79,105,0.351,114,162,11,13,2,5,1,"2/H",0,3.8,114,437,366,57,87,22,1,17,58,1,2,51,125,0.238,0.347,0.443,0.79,105,0.351,114,162,11,13,2,5,1,1,"C/1B",35.2,1,5750000,5750000,6.102,1932
"Robinson Chirinos","2TM","2020",-0.7,26,82,74,4,12,3,0,1,7,0,0,6,21,0.162,0.232,0.243,0.475,32,0.216,26,18,5,1,0,1,0,"2/DH",0,-0.7,26,82,74,4,12,3,0,1,7,0,0,6,21,0.162,0.232,0.243,0.475,32,0.216,26,18,5,1,0,1,0,1,"C/1B",36.2,1,6750000,6750000,7.102,1933
"Robinson Chirinos","CHC","2021",0.2,45,112,97,13,22,5,1,5,15,0,0,9,36,0.227,0.324,0.454,0.778,108,0.336,106,44,2,5,1,0,0,"2H/4D",0,0.2,45,112,97,13,22,5,1,5,15,0,0,9,36,0.227,0.324,0.454,0.778,108,0.336,106,44,2,5,1,0,0,1,"C/1B",37.2,1,1183156.3001569,1183156.3001569,8.102,1934
"Robinson Chirinos","BAL","2022",0.1,67,220,195,10,35,9,0,4,22,1,0,19,67,0.179,0.265,0.287,0.552,60,0.269,68,56,4,4,1,1,0,"2/H",0,0.1,67,220,195,10,35,9,0,4,22,1,0,19,67,0.179,0.265,0.287,0.552,60,0.269,68,56,4,4,1,1,0,1,"C/1B",38.2,1,900000,900000,9.102,1935
"Rod Barajas","PIT","2012",-1,104,361,321,29,66,11,0,11,31,0,0,29,69,0.206,0.283,0.343,0.625,73,0.29,75,110,4,7,0,4,5,"2/H3",0,-1,104,361,321,29,66,11,0,11,31,0,0,29,69,0.206,0.283,0.343,0.625,73,0.29,75,110,4,7,0,4,5,1,"C",36.9,1,4000000,4000000,0,1936
"Ronald Torreyes","MIN","2019",-0.2,7,17,16,3,3,0,0,0,1,1,0,0,3,0.188,0.235,0.188,0.423,16,0.259,43,3,0,1,0,0,0,"/6457",0,-0.2,7,17,16,3,3,0,0,0,1,1,0,0,3,0.188,0.235,0.188,0.423,16,0.259,43,3,0,1,0,0,0,1,"2B",26.9,1,800000,800000,2.139,1938
"Ronald Torreyes","PHI","2021",0.2,111,344,318,30,77,10,1,7,41,2,1,19,41,0.242,0.286,0.346,0.632,71,0.281,66,110,7,1,5,1,2,"56H4/18",0,0.2,111,344,318,30,77,10,1,7,41,2,1,19,41,0.242,0.286,0.346,0.632,71,0.281,66,110,7,1,5,1,2,1,"2B",28.9,1,800000,800000,3.006,1939
"Ronny Cedeno","NYM","2012",0.4,78,186,166,18,43,11,1,4,22,0,1,17,35,0.259,0.332,0.41,0.741,105,0.329,106,68,10,1,2,0,0,"46H/5",0,0.4,78,186,166,18,43,11,1,4,22,0,1,17,35,0.259,0.332,0.41,0.741,105,0.329,106,68,10,1,2,0,0,1,"SS/2B",29.5,1,1150000,1150000,0,1940
"Ronny Cedeno","2TM","2013",-0.7,89,288,264,24,64,8,3,3,21,5,4,14,73,0.242,0.287,0.33,0.617,75,0.276,69,87,6,3,6,1,1,"6/DH35",0,-0.7,89,288,264,24,64,8,3,3,21,5,4,14,73,0.242,0.287,0.33,0.617,75,0.276,69,87,6,3,6,1,1,1,"SS/2B",30.5,1,1150000,1150000,1,1941
"Ross Detwiler","2TM","2015",0,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-136,0,0,0,0,0,0,"1",0,0,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-136,0,0,0,0,0,0,1,"RP",29.4,1,507500,507500,0,1942
"Ross Detwiler","OAK","2016",0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-350,0,0,0,1,0,0,"/1",0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-350,0,0,0,1,0,0,1,"RP",30.4,1,1000000,1000000,1,1943
"Ross Detwiler","CHW","2019",0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-132,0,0,0,0,0,0,"1",0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-132,0,0,0,0,0,0,1,"RP",33.4,1,691688.341292727,691688.341292727,2,1944
"Ross Detwiler","2TM","2021",0,52,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,82,0.3,80,1,0,0,0,0,0,"1",0,0,52,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,82,0.3,80,1,0,0,0,0,0,1,"RP",35.4,1,850000,850000,3,1945
"Ross Ohlendorf","WSN","2013",-0.2,15,19,15,0,0,0,0,0,1,0,0,1,11,0,0.063,0,0.063,-81,0.043,-155,0,1,0,3,0,0,"1",0,-0.2,15,19,15,0,0,0,0,0,1,0,0,1,11,0,0.063,0,0.063,-81,0.043,-155,0,1,0,3,0,0,1,"RP",31,1,687482.955954937,687482.955954937,0,1946
"Ross Ohlendorf","TEX","2015",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",33,1,687225.311355765,687225.311355765,1,1947
"Ross Ohlendorf","CIN","2016",0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",34,1,1059881.58415522,1059881.58415522,2,1948
"Roy Oswalt","COL","2013",0.1,8,7,6,0,2,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,74,0.302,61,2,0,0,1,0,0,"/1",0,0.1,8,7,6,0,2,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,74,0.302,61,2,0,0,1,0,0,1,"SP",35.9,1,2300000,2300000,1,1950
"Ruben Tejada","2TM","2016",-0.4,36,78,66,9,11,5,0,0,5,0,0,7,13,0.167,0.247,0.242,0.489,33,0.223,22,16,1,1,1,3,0,"5/H641",0,-0.4,36,78,66,9,11,5,0,0,5,0,0,7,13,0.167,0.247,0.242,0.489,33,0.223,22,16,1,1,1,3,0,1,"SS",26.8,1,1500000,1500000,4.171,1951
"Ruben Tejada","NYM","2019",-0.2,6,9,9,1,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-133,0,0,0,0,0,0,"/456H",0,-0.2,6,9,9,1,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-133,0,0,0,0,0,0,1,"SS",29.8,1,750000,750000,5.162,1952
"Russell Martin","PIT","2013",4.1,127,506,438,51,99,21,0,15,55,9,5,58,108,0.226,0.327,0.377,0.703,100,0.323,104,165,13,8,1,1,2,"2/H59D",2,4.1,127,506,438,51,99,21,0,15,55,9,5,58,108,0.226,0.327,0.377,0.703,100,0.323,104,165,13,8,1,1,2,1,"C",30.5,2,17000000,8500000,2.15,1953
"Russell Martin","PIT","2014",5.7,111,460,379,45,110,20,0,11,67,4,4,59,78,0.29,0.402,0.43,0.832,135,0.382,147,163,16,15,2,5,5,"2/HD",2,5.7,111,460,379,45,110,20,0,11,67,4,4,59,78,0.29,0.402,0.43,0.832,135,0.382,147,163,16,15,2,5,5,1,"C",31.5,2,17000000,8500000,3.15,1953
"Russell Martin","TOR","2015",3,129,507,441,76,106,23,2,23,77,4,5,53,106,0.24,0.329,0.458,0.787,112,0.347,116,202,22,8,0,5,1,"2/HD4",2,3,129,507,441,76,106,23,2,23,77,4,5,53,106,0.24,0.329,0.458,0.787,112,0.347,116,202,22,8,0,5,1,1,"C",32.5,5,82000000,16400000,4.15,1954
"Russell Martin","TOR","2016",2.1,137,535,455,62,105,16,0,20,74,2,1,64,148,0.231,0.335,0.398,0.733,96,0.325,96,181,12,10,1,5,1,"2H/D45",0,2.1,137,535,455,62,105,16,0,20,74,2,1,64,148,0.231,0.335,0.398,0.733,96,0.325,96,181,12,10,1,5,1,1,"C",33.5,5,82000000,16400000,5.15,1954
"Russell Martin","TOR","2017",1.8,91,365,307,49,68,12,0,13,35,1,2,50,83,0.221,0.343,0.388,0.731,95,0.328,99,119,13,7,1,0,0,"25/H",0,1.8,91,365,307,49,68,12,0,13,35,1,2,50,83,0.221,0.343,0.388,0.731,95,0.328,99,119,13,7,1,0,0,1,"C",34.5,5,82000000,16400000,6.15,1954
"Russell Martin","TOR","2018",1.3,90,352,289,37,56,8,0,10,25,0,3,56,82,0.194,0.338,0.325,0.663,86,0.313,97,94,7,7,0,0,0,"25/67",0,1.3,90,352,289,37,56,8,0,10,25,0,3,56,82,0.194,0.338,0.325,0.663,86,0.313,97,94,7,7,0,0,0,1,"C",35.5,5,82000000,16400000,7.15,1954
"Russell Martin","LAD","2019",0.6,83,249,209,29,46,5,0,6,20,1,0,30,60,0.22,0.337,0.33,0.667,78,0.311,85,69,1,8,0,2,3,"2H/51",0,0.6,83,249,209,29,46,5,0,6,20,1,0,30,60,0.22,0.337,0.33,0.667,78,0.311,85,69,1,8,0,2,3,1,"C",36.5,5,82000000,16400000,8.15,1954
"Ryan Brasier","BOS","2018",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",31,1,694114.573020403,694114.573020403,0,1957
"Ryan Brasier","BOS","2020",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",33,1,716257.212553186,716257.212553186,1,1958
"Ryan Brasier","BOS","2021",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",34,1,1478945.37519612,1478945.37519612,2,1959
"Ryan Brasier","LAD","2023",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",36,1,765889.986737186,765889.986737186,4,1961
"Ryan Buchter","SDP","2016",0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",29.5,1,520000,520000,0,1963
"Ryan Buchter","OAK","2018",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",31.5,1,706850.620231786,706850.620231786,1,1964
"Ryan Buchter","OAK","2019",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",32.5,1,1744799.41947715,1744799.41947715,2,1965
"Ryan Buchter","ARI","2021",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",34.5,1,925000,925000,3,1966
"Ryan Flaherty","ATL","2018",-1,81,182,161,17,35,6,0,2,13,4,2,18,41,0.217,0.298,0.292,0.59,61,0.257,44,47,5,1,1,1,4,"5H/34",0,-1,81,182,161,17,35,6,0,2,13,4,2,18,41,0.217,0.298,0.292,0.59,61,0.257,44,47,5,1,1,1,4,1,"3B/2B",32,1,1325000,1325000,6,1969
"Ryan Flaherty","CLE","2019",-0.2,14,22,21,4,3,2,0,0,1,0,0,0,7,0.143,0.143,0.238,0.381,-3,0.158,-30,5,1,0,1,0,0,"5/4H",0,-0.2,14,22,21,4,3,2,0,0,1,0,0,0,7,0.143,0.143,0.238,0.381,-3,0.158,-30,5,1,0,1,0,0,1,"3B/2B",33,1,1000000,1000000,7,1970
"Ryan Ludwick","CIN","2012",2.3,125,472,422,53,116,28,1,26,80,0,1,42,97,0.275,0.346,0.531,0.877,130,0.378,132,224,9,5,1,2,3,"7H/D",0,2.3,125,472,422,53,116,28,1,26,80,0,1,42,97,0.275,0.346,0.531,0.877,130,0.378,132,224,9,5,1,2,3,1,"LF",34,1,3000000,3000000,0,1971
"Ryan Ludwick","CIN","2013",-0.9,38,140,129,7,31,5,0,2,12,0,0,10,29,0.24,0.293,0.326,0.618,71,0.279,64,42,7,0,0,1,0,"7/HD",0,-0.9,38,140,129,7,31,5,0,2,12,0,0,10,29,0.24,0.293,0.326,0.618,71,0.279,64,42,7,0,0,1,0,0,"LF",35,2,15000000,7500000,1,1972
"Ryan Ludwick","CIN","2014",-0.6,112,400,357,28,87,20,0,9,45,0,2,31,94,0.244,0.308,0.375,0.683,91,0.316,96,134,6,4,1,4,1,"7H/D",0,-0.6,112,400,357,28,87,20,0,9,45,0,2,31,94,0.244,0.308,0.375,0.683,91,0.316,96,134,6,4,1,4,1,0,"LF",36,2,15000000,7500000,2,1972
"Ryan Madson","KCR","2015",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",34.9,1,1151017.76286187,1151017.76286187,1,1975
"Ryan Madson","OAK","2016",0,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-125,0,0,0,0,0,0,"1",0,0,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-125,0,0,0,0,0,0,1,"RP",35.9,3,22000000,7333333.33333333,2,1976
"Ryan Madson","WSN","2017",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",36.9,3,22000000,7333333.33333333,3,1976
"Ryan Madson","WSN","2017",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",36.9,3,28618870.6779977,9539623.55933256,5,1977
"Ryan Madson","2TM","2018",0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",37.9,3,22000000,7333333.33333333,4,1976
"Ryan Madson","2TM","2018",0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",37.9,3,28618870.6779977,9539623.55933256,6,1977
"Ryan Madson","2TM","2018",0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",37.9,3,28019303.8650438,9339767.95501459,8,1978
"Ryan Raburn","CLE","2013",2.4,86,277,243,40,66,18,0,16,55,0,0,29,67,0.272,0.357,0.543,0.901,151,0.393,156,132,4,4,0,1,0,"9D7H/41",0,2.4,86,277,243,40,66,18,0,16,55,0,0,29,67,0.272,0.357,0.543,0.901,151,0.393,156,132,4,4,0,1,0,1,"LF/RF",32.3,1,1000000,1000000,0,1979
"Ryan Raburn","COL","2016",-0.6,113,256,223,30,49,10,2,9,30,0,0,28,80,0.22,0.309,0.404,0.712,77,0.313,71,90,6,2,0,3,0,"H7/D39",0,-0.6,113,256,223,30,49,10,2,9,30,0,0,28,80,0.22,0.309,0.404,0.712,77,0.313,71,90,6,2,0,3,0,0,"LF/RF",35.3,1,1500000,1500000,1,1980
"Ryan Raburn","WSN","2017",0,25,69,65,7,17,1,2,2,6,0,1,4,25,0.262,0.304,0.431,0.735,87,0.305,79,28,1,0,0,0,0,"7/H",0,0,25,69,65,7,17,1,2,2,6,0,1,4,25,0.262,0.304,0.431,0.735,87,0.305,79,28,1,0,0,0,0,1,"LF/RF",36.3,1,695958.90057858,695958.90057858,2,1981
"Ryan Tepera","2TM","2021",0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",33.8,1,800000,800000,5.008,1983
"Ryan Vogelsong","SFG","2014",-0.1,31,66,61,3,7,2,0,0,2,0,0,2,20,0.115,0.156,0.148,0.304,-12,0.141,-36,9,1,1,2,0,0,"1",0,-0.1,31,66,61,3,7,2,0,0,2,0,0,2,20,0.115,0.156,0.148,0.304,-12,0.141,-36,9,1,1,2,0,0,0,"SP",37.1,1,5000000,5000000,0,1985
"Ryan Vogelsong","SFG","2015",0,30,45,36,3,5,1,0,1,2,0,0,1,13,0.139,0.162,0.25,0.412,12,0.179,-32,9,0,0,8,0,0,"1",0,0,30,45,36,3,5,1,0,1,2,0,0,1,13,0.139,0.162,0.25,0.412,12,0.179,-32,9,0,0,8,0,0,0,"SP",38.1,1,4000000,4000000,1,1986
"Ryan Vogelsong","PIT","2016",-0.1,24,23,19,1,1,0,0,0,1,0,0,1,13,0.053,0.143,0.053,0.195,-44,0.111,-75,1,0,1,2,0,0,"1",0,-0.1,24,23,19,1,1,0,0,0,1,0,0,1,13,0.053,0.143,0.053,0.195,-44,0.111,-75,1,0,1,2,0,0,1,"SP",39.1,1,2000000,2000000,2,1987
"Ryan Webb","BAL","2014",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",28.5,2,4500000,2250000,0,1988
"Ryan Webb","CLE","2015",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",29.5,2,4500000,2250000,1,1988
"Ryan Yarbrough","LAD","2023",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SP",31.6,1,3000000,3000000,0,1993
"Ryan Zimmerman","WSN","2021",1.1,110,273,255,27,62,16,0,14,46,0,0,16,77,0.243,0.286,0.471,0.756,104,0.33,106,120,9,0,0,2,0,"H3/D",0,1.1,110,273,255,27,62,16,0,14,46,0,0,16,77,0.243,0.286,0.471,0.756,104,0.33,106,120,9,0,0,2,0,0,"1B",36.8,1,1000000,1000000,14.032,1996
"Ryne Stanek","HOU","2021",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",30.1,1,1100000,1100000,0,1997
"Ryne Stanek","HOU","2023",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",32.1,1,3829449.93368593,3829449.93368593,1,1998
"Ryne Stanek","SEA","2024",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",33.1,1,4000000,4000000,2,1999
"Ryne Stanek","NYM","2025",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",34.1,1,4500000,4500000,3,2000
"Sam Fuld","2TM","2014",1.7,113,402,351,40,84,16,4,4,36,21,4,43,63,0.239,0.321,0.342,0.663,89,0.312,88,120,2,0,6,2,2,"879H",0,1.7,113,402,351,40,84,16,4,4,36,21,4,43,63,0.239,0.321,0.342,0.663,89,0.312,88,120,2,0,6,2,2,1,"CF",32.8,1,800000,800000,0,2001
"Scott Atchison","NYM","2013",0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",37.3,1,700000,700000,0,2008
"Scott Atchison","CLE","2014",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",38.3,1,800000,800000,1,2009
"Scott Baker","CHC","2013",-0.1,3,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-229,0,0,0,1,0,0,"/1",0,-0.1,3,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-229,0,0,0,1,0,0,1,"SP",31.9,1,5500000,5500000,6.128,2010
"Scott Baker","TEX","2014",0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-136,0,0,0,0,0,0,"1",0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-136,0,0,0,0,0,0,1,"SP",32.9,1,1000000,1000000,7.128,2011
"Scott Baker","LAD","2015",0,2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-209,0,0,0,1,0,0,"/1",0,0,2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-209,0,0,0,1,0,0,1,"SP",33.9,1,1500000,1500000,8.099,2012
"Scott Downs","CHW","2014",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",38.4,1,4000000,4000000,1.121,2015
"Scott Feldman","2TM","2013",0.2,16,38,37,2,6,2,0,1,8,0,0,0,13,0.162,0.162,0.297,0.459,23,0.2,1,11,0,0,1,0,0,"1/H",0,0.2,16,38,37,2,6,2,0,1,8,0,0,0,13,0.162,0.162,0.297,0.459,23,0.2,1,11,0,0,1,0,0,1,"SP/SP1",30.5,1,6000000,6000000,0.090999999999999,2017
"Scott Feldman","HOU","2014",0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-138,0,0,0,0,0,0,"1",0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-138,0,0,0,0,0,0,1,"SP/SP1",31.5,3,30000000,10000000,1.091,2018
"Scott Feldman","HOU","2015",0.1,1,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,182,0.448,195,1,0,0,0,0,0,"1",0,0.1,1,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,182,0.448,195,1,0,0,0,0,0,1,"SP/SP1",32.5,3,30000000,10000000,2.091,2018
"Scott Feldman","HOU","2016",0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-135,0,0,0,0,0,0,"1",0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-135,0,0,0,0,0,0,1,"SP/SP1",33.5,3,30000000,10000000,3.091,2018
"Scott Feldman","CIN","2017",-0.4,20,38,34,0,1,0,0,0,0,0,0,0,16,0.029,0.029,0.029,0.059,-85,0.026,-150,1,0,0,4,0,0,"1",0,-0.4,20,38,34,0,1,0,0,0,0,0,0,0,16,0.029,0.029,0.029,0.059,-85,0.026,-150,1,0,0,4,0,0,1,"SP/SP1",34.5,1,2300000,2300000,4.091,2019
"Scott Hairston","NYM","2012",1.7,134,398,377,52,99,25,3,20,57,8,2,19,83,0.263,0.299,0.504,0.803,118,0.365,128,190,10,1,0,1,0,"79H8",0,1.7,134,398,377,52,99,25,3,20,57,8,2,19,83,0.263,0.299,0.504,0.803,118,0.365,128,190,10,1,0,1,0,0,"RF",32.2,1,1100000,1100000,0,2020
"Scott Hairston","2TM","2013",-0.7,85,174,157,18,30,5,0,10,26,2,0,9,44,0.191,0.237,0.414,0.651,75,0.294,71,65,3,2,1,5,0,"H97/D",0,-0.7,85,174,157,18,30,5,0,10,26,2,0,9,44,0.191,0.237,0.414,0.651,75,0.294,71,65,3,2,1,5,0,1,"RF",33.2,2,5000000,2500000,1,2021
"Scott Hairston","WSN","2014",-0.7,61,87,77,6,16,4,0,1,8,0,0,4,26,0.208,0.253,0.299,0.552,52,0.243,36,23,2,2,0,4,0,"H7/9D",0,-0.7,61,87,77,6,16,4,0,1,8,0,0,4,26,0.208,0.253,0.299,0.552,52,0.243,36,23,2,2,0,4,0,1,"RF",34.2,2,5000000,2500000,2,2021
"Scott Kazmir","OAK","2014",-0.1,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-138,0,0,0,0,0,0,"1",1,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-138,0,0,0,0,0,0,1,"SP",30.6,2,22000000,11000000,0,2022
"Scott Kazmir","2TM","2015",0,2,4,4,1,1,0,0,0,1,0,0,0,2,0.25,0.25,0.25,0.5,41,0.224,30,1,0,0,0,0,0,"1",0,0,2,4,4,1,1,0,0,0,1,0,0,0,2,0.25,0.25,0.25,0.5,41,0.224,30,1,0,0,0,0,0,1,"SP",31.6,2,22000000,11000000,1,2022
