"player","position","year","team","team_whole_name","age","years_experience","id_contract","contract_value","average_annual_contract_value","dummy_team_change","years_contract","initial_contract_year","reference_end_contract_year","awards","MVP_price","CYA_price","SS_price","team_g","team_w","team_l","team_divs","team_playoffs","team_games_over_500","team_pnnts","team_ws","team_hof","team_r","team_ab","team_h","team_hr","team_ra","team_w_l_percent","team_ba","team_era","war","war_to_2","g","pa","ab","r","h","x2b","x3b","hr","rbi","sb","cs","bb","so","gidp","hbp","sh","sf","ibb","ba","obp","slg","ops","ops_plus","r_oba","rbat","tb","pos","leader","g_to_2","pa_to_2","ab_to_2","r_to_2","h_to_2","x2b_to_2","x3b_to_2","hr_to_2","rbi_to_2","sb_to_2","cs_to_2","bb_to_2","so_to_2","gidp_to_2","hbp_to_2","sh_to_2","sf_to_2","ibb_to_2","ba_to_2","obp_to_2","slg_to_2","ops_to_2","ops_plus_to_2","r_oba_to_2","rbat_to_2","tb_to_2","leader_to_2"
"Jordan Lyles","NH","2018","SD","San Diego Padres",27.8,1,1277,1000000,1000000,0,1,"2018","2018",0,0,0,0,162,66,96,0,0,-30,0,0,1,617,5486,1289,162,767,0.461,0.25,3.96,-0.1,0.01,36,20,15,3,0,0,0,0,1,0,0,3,8,1,0,2,0,0,0,0.167,0,0.167,-48,0.115,-70,0,"1/H",0,1296,400,225,9,0,0,0,0,1,0,0,9,64,1,0,4,0,0,0,0.027889,0,0.027889,2304,0.013225,4900,0,0
"Jordan Lyles","NH","2019","PIT","Pittsburgh Pirates",28.8,2,1278,2050000,2050000,1,1,"2019","2019",0,0,0,0,162,69,93,0,0,-24,0,0,0,758,5657,1497,163,911,0.503,0.264,3.73,-0.1,0.01,26,48,45,3,4,0,0,0,4,0,0,1,28,1,1,1,0,0,0.089,0.128,0.089,0.217,-41,0.121,-55,4,"1",0,676,2304,2025,9,16,0,0,0,16,0,0,1,784,1,1,1,0,0,0.007921,0.016384,0.007921,0.047089,1681,0.014641,3025,16,0
"Jordan Lyles","NH","2021","TEX","Texas Rangers",30.8,4,1279,16000000,8000000,1,2,"2020","2021",0,0,0,0,162,60,102,0,0,-42,0,0,0,625,5405,1254,167,815,0.476,0.259,4.29,-0.1,0.01,3,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,-100,0,-125,0,"1",0,9,36,36,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,10000,0,15625,0,0
"Jordan Lyles","NH","2021","TEX","Texas Rangers",30.8,5,1280,18930500.8025103,9465250.40125516,0,2,"2021","2022",0,0,0,0,162,60,102,0,0,-42,0,0,0,625,5405,1254,167,815,0.476,0.259,4.29,-0.1,0.01,3,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,-100,0,-125,0,"1",0,9,36,36,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,10000,0,15625,0,0
"Jordan Pacheco","NH","2015","ARI","Arizona Diamondbacks",29.5,0,1283,900000,900000,0,1,"2015","2015",0,0,0,0,162,79,83,0,0,-4,0,0,1,720,5649,1494,154,713,0.492,0.258,4.22,-0.3,0.09,29,78,66,8,16,0,0,2,8,1,0,9,14,6,1,0,2,0,0.242,0.333,0.333,0.667,80,0.306,77,22,"2H/35",0,841,6084,4356,64,256,0,0,4,64,1,0,81,196,36,1,0,4,0,0.058564,0.110889,0.110889,0.444889,6400,0.093636,5929,484,0
"Jordan Pacheco","NH","2016","CIN","Cincinnati Reds",30.5,1,1284,800000,800000,1,1,"2016","2016",0,0,0,0,162,68,94,0,0,-26,0,0,1,716,5487,1403,164,854,0.507,0.262,3.72,-0.7,0.49,31,51,51,1,8,4,0,0,0,0,0,0,14,1,0,0,0,0,0.157,0.157,0.235,0.392,2,0.168,-21,12,"H/534D",0,961,2601,2601,1,64,16,0,0,0,0,0,0,196,1,0,0,0,0,0.024649,0.024649,0.055225,0.153664,4,0.028224,441,144,0
"Jordy Mercer","NH","2019","DET","Detroit Tigers",32.9,6.095,1285,5250000,5250000,1,1,"2019","2019",0,0,0,0,161,47,114,0,0,-67,0,0,0,582,5549,1333,149,915,0.504,0.265,3.99,0.4,0.16,74,271,256,24,69,16,0,9,22,0,0,13,57,4,2,0,0,1,0.27,0.31,0.438,0.747,94,0.327,97,112,"6/435DH",0,5476,73441,65536,576,4761,256,0,81,484,0,0,169,3249,16,4,0,0,1,0.0729,0.0961,0.191844,0.558009,8836,0.106929,9409,12544,0
"Jordy Mercer","NH","2021","WSH","Washington Nationals",34.9,7.156,1286,1000000,1000000,1,1,"2021","2021",0,0,0,0,162,65,97,0,0,-32,0,0,0,724,5385,1388,182,820,0.487,0.254,3.9,0.1,0.01,46,127,118,13,30,7,0,2,9,0,0,9,34,1,0,0,0,0,0.254,0.307,0.364,0.671,85,0.303,87,43,"45H/637D",0,2116,16129,13924,169,900,49,0,4,81,0,0,81,1156,1,0,0,0,0,0.064516,0.094249,0.132496,0.450241,7225,0.091809,7569,1849,0
"Jorge De La Rosa","NH","2017","ARI","Arizona Diamondbacks",36.3,6.015,1287,2250000,2250000,1,1,"2017","2017",0,0,0,0,162,93,69,0,1,24,0,0,0,812,5525,1405,220,659,0.493,0.258,4.23,0,0,64,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"1",0,4096,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Jorge De La Rosa","NH","2018","ARI","Arizona Diamondbacks",37.3,7.015,1288,694114.573020403,694114.573020403,1,1,"2018","2018",0,0,0,0,162,82,80,0,0,2,0,0,0,693,5460,1283,176,644,0.493,0.257,4.21,0,0,57,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0.5,50,0.346,109,0,"1/H",0,3249,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0,0.25,2500,0.119716,11881,0,0
"Jorge Lopez","NH","2024","NYM","New York Mets",30.5,0,1289,2000000,2000000,1,1,"2024","2024",0,0,0,0,162,89,73,0,1,16,0,0,0,768,5510,1357,207,697,0.483,0.25,3.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jorge Soler","H","2022","MIA","Miami Marlins",30.5,0,1291,36000000,12000000,1,3,"2022","2024",0,0,0,0,162,69,93,0,0,-24,0,0,0,586,5395,1241,144,676,0.46,0.255,4.29,0.4,0.16,72,306,270,32,56,13,0,13,34,0,2,31,90,9,3,0,1,1,0.207,0.295,0.4,0.695,95,0.309,96,108,"7D/H",0,5184,93636,72900,1024,3136,169,0,169,1156,0,4,961,8100,81,9,0,1,1,0.042849,0.087025,0.16,0.483025,9025,0.095481,9216,11664,0
"Jorge Soler","H","2023","MIA","Miami Marlins",31.5,1,1291,36000000,12000000,1,3,"2022","2024",1,0,0,0,162,84,78,0,1,6,0,0,0,666,5497,1423,166,723,0.462,0.255,4.28,1.5,2.25,137,580,504,77,126,24,0,36,75,1,0,66,141,20,6,0,4,4,0.25,0.341,0.512,0.853,123,0.364,121,258,"D9/H",1,18769,336400,254016,5929,15876,576,0,1296,5625,1,0,4356,19881,400,36,0,16,16,0.0625,0.116281,0.262144,0.727609,15129,0.132496,14641,66564,1
"Jorge Soler","H","2024","SF","San Francisco Giants",32.5,2,1291,36000000,12000000,1,3,"2022","2024",0,0,0,0,162,80,82,0,0,-2,0,0,0,693,5460,1303,177,699,0.535,0.263,3.58,1.1,1.21,142,574,493,84,119,34,1,21,64,1,0,68,141,9,6,0,4,0,0.241,0.338,0.442,0.78,120,0.343,123,218,"D9/H7",0,20164,329476,243049,7056,14161,1156,1,441,4096,1,0,4624,19881,81,36,0,16,0,0.058081,0.114244,0.195364,0.6084,14400,0.117649,15129,47524,0
"Jorge Soler","H","2024","SF","San Francisco Giants",32.5,3,1292,42000000,14000000,1,3,"2024","2026",0,0,0,0,162,80,82,0,0,-2,0,0,0,693,5460,1303,177,699,0.535,0.263,3.58,1.1,1.21,142,574,493,84,119,34,1,21,64,1,0,68,141,9,6,0,4,0,0.241,0.338,0.442,0.78,120,0.343,123,218,"D9/H7",0,20164,329476,243049,7056,14161,1156,1,441,4096,1,0,4624,19881,81,36,0,16,0,0.058081,0.114244,0.195364,0.6084,14400,0.117649,15129,47524,0
"Jorge Soler","H","2025","LAA","Los Angeles Angels",33.5,4,1292,42000000,14000000,1,3,"2024","2026",0,0,0,0,162,72,90,0,0,-18,0,0,1,673,5374,1209,226,837,0.495,0.256,4.02,-0.5,0.25,82,315,279,31,60,12,0,12,34,0,0,28,94,5,4,0,3,0,0.215,0.293,0.387,0.68,89,0.303,89,108,"9D/H",0,6724,99225,77841,961,3600,144,0,144,1156,0,0,784,8836,25,16,0,9,0,0.046225,0.085849,0.149769,0.4624,7921,0.091809,7921,11664,0
"Jose Abreu","H","2020","CHW","Chicago White Sox",33.5,6,1295,17800000,17800000,0,1,"2020","2020",2,1,0,1,60,35,25,0,1,10,0,0,0,306,2047,534,96,246,0.502,0.26,3.78,2.7,7.29,60,262,240,43,76,15,0,19,60,0,0,18,59,10,3,0,1,1,0.317,0.37,0.617,0.987,165,0.421,168,148,"3/D",0,3600,68644,57600,1849,5776,225,0,361,3600,0,0,324,3481,100,9,0,1,1,0.100489,0.1369,0.380689,0.974169,27225,0.177241,28224,21904,0
"Jose Abreu","H","2023","HOU","Houston Astros",36.5,9,1296,58500000,19500000,1,3,"2023","2025",0,0,0,0,162,90,72,1,1,18,0,0,0,827,5567,1441,222,698,0.501,0.255,3.8,-0.1,0.01,141,594,540,62,128,23,1,18,90,0,1,42,130,16,6,0,6,1,0.237,0.296,0.383,0.68,87,0.303,89,207,"3/D",0,19881,352836,291600,3844,16384,529,1,324,8100,0,1,1764,16900,256,36,0,36,1,0.056169,0.087616,0.146689,0.4624,7569,0.091809,7921,42849,0
"Jose Abreu","H","2024","HOU","Houston Astros",37.5,10,1296,58500000,19500000,1,3,"2023","2025",0,0,0,0,161,88,73,1,1,15,0,0,0,740,5530,1448,190,649,0.502,0.255,3.8,-1.7,2.89,35,120,113,10,14,2,0,2,7,0,0,4,28,4,2,0,1,0,0.124,0.167,0.195,0.361,3,0.163,-7,22,"3/H",0,1225,14400,12769,100,196,4,0,4,49,0,0,16,784,16,4,0,1,0,0.015376,0.027889,0.038025,0.130321,9,0.026569,49,484,0
"Jose Iglesias","NH","2019","CIN","Cincinnati Reds",29.6,0,1299,2500000,2500000,1,1,"2019","2019",0,0,0,0,162,75,87,0,0,-12,0,0,1,701,5450,1328,227,711,0.505,0.261,3.75,0.9,0.81,146,530,504,62,145,21,3,11,59,6,6,20,70,17,3,1,2,3,0.288,0.318,0.407,0.724,83,0.309,78,205,"6/H",0,21316,280900,254016,3844,21025,441,9,121,3481,36,36,400,4900,289,9,1,4,9,0.082944,0.101124,0.165649,0.524176,6889,0.095481,6084,42025,0
"Jose Iglesias","NH","2020","BAL","Baltimore Orioles",30.6,1,1300,3000000,3000000,1,1,"2020","2020",0,0,0,0,60,25,35,0,0,-10,0,0,0,274,2026,523,77,294,0.474,0.259,4.04,1.3,1.69,39,150,142,16,53,17,0,3,24,0,0,3,17,1,4,0,1,0,0.373,0.4,0.556,0.956,157,0.407,155,79,"6D/H",0,1521,22500,20164,256,2809,289,0,9,576,0,0,9,289,1,16,0,1,0,0.139129,0.16,0.309136,0.913936,24649,0.165649,24025,6241,0
"Jose Iglesias","NH","2022","COL","Colorado Rockies",32.6,2,1301,5000000,5000000,1,1,"2022","2022",0,0,0,0,162,68,94,0,0,-26,0,0,0,698,5540,1408,149,873,0.469,0.272,4.98,1.2,1.44,118,467,439,48,128,30,0,3,47,2,3,17,56,11,8,0,3,0,0.292,0.328,0.38,0.708,91,0.315,89,167,"6/D",0,13924,218089,192721,2304,16384,900,0,9,2209,4,9,289,3136,121,64,0,9,0,0.085264,0.107584,0.1444,0.501264,8281,0.099225,7921,27889,0
"Jose Iglesias","NH","2024","NYM","New York Mets",34.6,3,1302,1542571.2342037,1542571.2342037,1,1,"2024","2024",0,0,0,0,162,89,73,0,1,16,0,0,0,768,5510,1357,207,697,0.483,0.25,3.8,3,9,85,291,270,39,91,16,1,4,26,6,2,12,39,4,8,0,1,1,0.337,0.381,0.448,0.83,136,0.361,135,121,"45/H6",0,7225,84681,72900,1521,8281,256,1,16,676,36,4,144,1521,16,64,0,1,1,0.113569,0.145161,0.200704,0.6889,18496,0.130321,18225,14641,0
"Jose Iglesias","NH","2025","SD","San Diego Padres",35.6,4,1303,3000000,3000000,1,1,"2025","2025",0,0,0,0,162,90,72,0,1,18,0,0,0,702,5424,1369,152,621,0.468,0.249,3.96,-0.7,0.49,112,343,306,29,70,11,0,3,36,5,1,24,56,7,7,4,2,0,0.229,0.298,0.294,0.592,65,0.288,74,90,"465HD/7",0,12544,117649,93636,841,4900,121,0,9,1296,25,1,576,3136,49,49,16,4,0,0.052441,0.088804,0.086436,0.350464,4225,0.082944,5476,8100,0
"Jose Lobaton","NH","2018","NYM","New York Mets",33.8,6.138,1304,1250000,1250000,1,1,"2018","2018",0,0,0,0,162,77,85,0,0,-8,0,0,0,676,5468,1282,170,707,0.48,0.25,3.78,-0.5,0.25,22,57,49,3,7,2,1,0,4,0,0,7,15,2,0,0,1,0,0.143,0.246,0.224,0.47,34,0.236,40,11,"2/H",0,484,3249,2401,9,49,4,1,0,16,0,0,49,225,4,0,0,1,0,0.020449,0.060516,0.050176,0.2209,1156,0.055696,1600,121,0
"Jose Lobaton","NH","2021","CHC","Chicago Cubs",36.8,7.041,1306,1183156.3001569,1183156.3001569,1,1,"2021","2021",0,0,0,0,162,71,91,0,0,-20,0,0,0,705,5306,1255,210,839,0.513,0.262,3.69,-0.3,0.09,6,13,11,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0.154,0,0.154,-53,0.107,-57,0,"/2H",0,36,169,121,1,0,0,0,0,0,0,0,4,25,0,0,0,0,0,0,0.023716,0,0.023716,2809,0.011449,3249,0,0
"Jose Molina","NH","2012","TB","Tampa Bay Rays",37.2,0.026,1307,1800000,1800000,1,1,"2012","2012",0,0,0,0,162,90,72,0,0,18,0,0,0,697,5398,1293,175,577,0.454,0.259,4.59,1.1,1.21,102,274,251,27,56,9,0,8,32,3,1,20,60,9,2,1,0,0,0.223,0.286,0.355,0.64,79,0.303,89,89,"2/H",0,10404,75076,63001,729,3136,81,0,64,1024,9,1,400,3600,81,4,1,0,0,0.049729,0.081796,0.126025,0.4096,6241,0.091809,7921,7921,0
"Jose Molina","NH","2014","TB","Tampa Bay Rays",39.2,2.026,1308,4500000,2250000,0,2,"2014","2015",0,0,0,0,162,77,85,0,0,-8,0,0,0,612,5516,1361,117,625,0.462,0.258,4.47,-2,4,80,247,225,4,40,2,0,0,10,3,0,14,55,8,2,4,2,0,0.178,0.23,0.187,0.417,22,0.199,9,42,"2/H",0,6400,61009,50625,16,1600,4,0,0,100,9,0,196,3025,64,4,16,4,0,0.031684,0.0529,0.034969,0.173889,484,0.039601,81,1764,0
"Jose Quintana","NH","2021","SF","San Francisco Giants",32.6,0,1309,8000000,8000000,1,1,"2021","2021",0,0,0,0,162,107,55,1,1,52,0,0,0,804,5462,1360,241,594,0.536,0.264,3.57,0.1,0.01,7,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,449,0.797,439,1,"1",0,49,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4,201601,0.635209,192721,1,0
"Jose Reyes","NH","2012","MIA","Miami Marlins",29.2,0,1313,106000000,17666666.6666667,1,6,"2012","2017",0,0,0,0,162,69,93,0,0,-24,0,0,0,609,5437,1327,137,724,0.474,0.259,4.33,3,9,160,716,642,86,184,37,12,11,57,40,11,63,56,10,0,5,6,9,0.287,0.347,0.433,0.78,109,0.358,114,278,"6",0,25600,512656,412164,7396,33856,1369,144,121,3249,1600,121,3969,3136,100,0,25,36,81,0.082369,0.120409,0.187489,0.6084,11881,0.128164,12996,77284,0
"Jose Reyes","NH","2013","TOR","Toronto Blue Jays",30.2,1,1313,106000000,17666666.6666667,1,6,"2012","2017",0,0,0,0,162,74,88,0,0,-14,0,0,0,712,5537,1398,185,756,0.494,0.262,4.23,2.6,6.76,93,419,382,58,113,20,0,10,37,15,6,34,47,6,1,0,2,2,0.296,0.353,0.427,0.78,113,0.35,115,163,"6/H",0,8649,175561,145924,3364,12769,400,0,100,1369,225,36,1156,2209,36,1,0,4,4,0.087616,0.124609,0.182329,0.6084,12769,0.1225,13225,26569,0
"Jose Reyes","NH","2014","TOR","Toronto Blue Jays",31.2,2,1313,106000000,17666666.6666667,1,6,"2012","2017",0,0,0,0,162,83,79,0,0,4,0,0,1,723,5550,1435,177,686,0.495,0.262,4.23,3.4,11.56,143,655,610,94,175,33,4,9,51,30,2,38,73,4,1,2,4,1,0.287,0.328,0.398,0.726,105,0.344,110,243,"6/H",0,20449,429025,372100,8836,30625,1089,16,81,2601,900,4,1444,5329,16,1,4,16,1,0.082369,0.107584,0.158404,0.527076,11025,0.118336,12100,59049,0
"Jose Reyes","NH","2015","TOR","Toronto Blue Jays",32.2,3,1313,106000000,17666666.6666667,1,6,"2012","2017",0,0,0,0,162,93,69,1,1,24,0,0,0,891,5509,1480,232,670,0.497,0.262,4.22,0.4,0.16,116,519,481,57,132,25,2,7,53,24,6,26,62,6,0,9,3,0,0.274,0.31,0.378,0.688,82,0.311,76,182,"6",0,13456,269361,231361,3249,17424,625,4,49,2809,576,36,676,3844,36,0,81,9,0,0.075076,0.0961,0.142884,0.473344,6724,0.096721,5776,33124,0
"Jose Reyes","NH","2016","NYM","New York Mets",33.2,4,1313,106000000,17666666.6666667,1,6,"2012","2017",0,0,0,0,162,87,75,0,1,12,0,0,1,671,5459,1342,218,617,0.481,0.25,3.75,0.6,0.36,60,279,255,45,68,13,4,8,24,9,2,23,49,3,0,0,1,1,0.267,0.326,0.443,0.769,107,0.342,107,113,"56",0,3600,77841,65025,2025,4624,169,16,64,576,81,4,529,2401,9,0,0,1,1,0.071289,0.106276,0.196249,0.591361,11449,0.116964,11449,12769,0
"Jose Reyes","NH","2016","NYM","New York Mets",33.2,6,1314,507500,507500,1,1,"2016","2016",0,0,0,0,162,87,75,0,1,12,0,0,1,671,5459,1342,218,617,0.481,0.25,3.75,0.6,0.36,60,279,255,45,68,13,4,8,24,9,2,23,49,3,0,0,1,1,0.267,0.326,0.443,0.769,107,0.342,107,113,"56",0,3600,77841,65025,2025,4624,169,16,64,576,81,4,529,2401,9,0,0,1,1,0.071289,0.106276,0.196249,0.591361,11449,0.116964,11449,12769,0
"Jose Reyes","NH","2017","NYM","New York Mets",34.2,5,1313,106000000,17666666.6666667,1,6,"2012","2017",0,0,0,0,162,70,92,0,0,-22,0,0,0,735,5510,1379,224,863,0.48,0.25,3.78,-0.1,0.01,145,561,501,75,123,25,7,15,58,24,6,50,79,3,2,5,3,1,0.246,0.315,0.413,0.728,94,0.326,95,207,"654H/78",0,21025,314721,251001,5625,15129,625,49,225,3364,576,36,2500,6241,9,4,25,9,1,0.060516,0.099225,0.170569,0.529984,8836,0.106276,9025,42849,0
"Jose Reyes","NH","2017","NYM","New York Mets",34.2,7,1315,695958.90057858,695958.90057858,0,1,"2017","2017",0,0,0,0,162,70,92,0,0,-22,0,0,0,735,5510,1379,224,863,0.48,0.25,3.78,-0.1,0.01,145,561,501,75,123,25,7,15,58,24,6,50,79,3,2,5,3,1,0.246,0.315,0.413,0.728,94,0.326,95,207,"654H/78",0,21025,314721,251001,5625,15129,625,49,225,3364,576,36,2500,6241,9,4,25,9,1,0.060516,0.099225,0.170569,0.529984,8836,0.106276,9025,42849,0
"Jose Reyes","NH","2018","NYM","New York Mets",35.2,8,1316,2000000,2000000,0,1,"2018","2018",0,0,0,0,162,77,85,0,0,-8,0,0,0,676,5468,1282,170,707,0.48,0.25,3.78,-0.6,0.36,110,251,228,30,43,12,3,4,16,5,2,22,39,5,0,1,0,1,0.189,0.26,0.32,0.58,62,0.264,59,73,"H564/1",0,12100,63001,51984,900,1849,144,9,16,256,25,4,484,1521,25,0,1,0,1,0.035721,0.0676,0.1024,0.3364,3844,0.069696,3481,5329,0
"Jose Veras","NH","2013","HOU","Houston Astros",32.8,0,1317,1850000,1850000,1,1,"2013","2013",0,0,0,0,162,51,111,0,0,-60,0,0,0,610,5457,1307,148,848,0.488,0.254,3.81,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jose Veras","NH","2014","CHC","Chicago Cubs",33.8,1,1318,689449.635766739,689449.635766739,1,1,"2014","2014",0,0,0,0,158,73,89,0,0,-16,0,0,2,614,5508,1315,157,707,0.511,0.263,3.68,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Bell","NH","2016","PIT","Pittsburgh Pirates",23,0,1319,672362.379948466,672362.379948466,1,1,"2016","2016",0,0,0,0,162,78,83,0,0,-5,0,0,0,729,5542,1426,153,758,0.504,0.265,3.71,-0.8,0.64,45,152,128,18,35,8,0,3,19,0,1,21,19,4,0,0,3,0,0.273,0.368,0.406,0.775,108,0.344,111,52,"39H",0,2025,23104,16384,324,1225,64,0,9,361,0,1,441,361,16,0,0,9,0,0.074529,0.135424,0.164836,0.600625,11664,0.118336,12321,2704,0
"Josh Bell","NH","2017","PIT","Pittsburgh Pirates",24,1,1320,714170.909191851,714170.909191851,0,1,"2017","2017",2,0,0,0,165,75,87,0,0,-12,0,0,0,668,5458,1331,151,731,0.504,0.264,3.72,0.9,0.81,159,620,549,75,140,26,6,26,90,2,4,66,117,15,1,0,4,4,0.255,0.334,0.466,0.8,109,0.347,113,256,"3H/D",0,25281,384400,301401,5625,19600,676,36,676,8100,4,16,4356,13689,225,1,0,16,16,0.065025,0.111556,0.217156,0.64,11881,0.120409,12769,65536,0
"Josh Bell","NH","2018","PIT","Pittsburgh Pirates",25,2,1321,729138.702851707,729138.702851707,0,1,"2018","2018",0,0,0,0,161,82,79,0,0,3,0,0,0,692,5447,1381,157,693,0.504,0.264,3.72,0.7,0.49,148,583,501,74,131,31,4,12,62,2,5,77,104,12,0,0,5,2,0.261,0.357,0.411,0.768,111,0.339,113,206,"3H/D",0,21904,339889,251001,5476,17161,961,16,144,3844,4,25,5929,10816,144,0,0,25,4,0.068121,0.127449,0.168921,0.589824,12321,0.114921,12769,42436,0
"Josh Bell","NH","2019","PIT","Pittsburgh Pirates",26,3,1322,731569.470880776,731569.470880776,0,1,"2019","2019",1,0,0,0,162,69,93,0,0,-24,0,0,0,758,5657,1497,163,911,0.503,0.264,3.73,2.6,6.76,143,613,527,94,146,37,3,37,116,0,1,74,118,11,5,0,7,13,0.277,0.367,0.569,0.936,142,0.384,139,300,"3/DH",0,20449,375769,277729,8836,21316,1369,9,1369,13456,0,1,5476,13924,121,25,0,49,169,0.076729,0.134689,0.323761,0.876096,20164,0.147456,19321,90000,0
"Josh Bell","NH","2020","PIT","Pittsburgh Pirates",27,4,1323,5882009.61549237,5882009.61549237,0,1,"2020","2020",0,0,0,0,60,19,41,0,0,-22,0,0,0,219,1932,425,59,298,0.503,0.264,3.73,-0.5,0.25,57,223,195,22,44,3,0,8,22,0,0,22,59,3,2,0,4,4,0.226,0.305,0.364,0.669,82,0.29,74,71,"3D/H",0,3249,49729,38025,484,1936,9,0,64,484,0,0,484,3481,9,4,0,16,16,0.051076,0.093025,0.132496,0.447561,6724,0.0841,5476,5041,0
"Josh Bell","NH","2021","WSH","Washington Nationals",28,5,1324,7513042.50599629,7513042.50599629,1,1,"2021","2021",0,0,0,0,162,65,97,0,0,-32,0,0,0,724,5385,1388,182,820,0.487,0.254,3.9,3.1,9.61,144,568,498,75,130,24,1,27,88,0,0,65,101,22,2,0,3,2,0.261,0.347,0.476,0.823,124,0.37,134,237,"3H/7D9",0,20736,322624,248004,5625,16900,576,1,729,7744,0,0,4225,10201,484,4,0,9,4,0.068121,0.120409,0.226576,0.677329,15376,0.1369,17956,56169,0
"Josh Bell","NH","2022","WSH","Washington Nationals",29,6,1325,11146048.1741855,11146048.1741855,1,1,"2022","2022",1,0,0,1,162,55,107,0,0,-52,0,0,0,603,5434,1351,136,855,0.484,0.254,3.92,2.9,8.41,156,647,552,78,147,29,3,17,71,0,1,81,102,22,5,0,6,4,0.266,0.362,0.422,0.784,127,0.351,131,233,"3D/H",1,24336,418609,304704,6084,21609,841,9,289,5041,0,1,6561,10404,484,25,0,36,16,0.070756,0.131044,0.178084,0.614656,16129,0.123201,17161,54289,1
"Josh Bell","NH","2023","CLE","Cleveland Guardians",30,7,1326,33000000,16500000,1,2,"2023","2024",0,0,0,0,162,76,86,0,0,-10,0,0,0,662,5513,1379,124,697,0.512,0.265,3.83,-0.1,0.01,150,617,547,52,135,28,0,22,74,0,1,63,134,13,2,0,3,2,0.247,0.325,0.419,0.744,101,0.323,99,229,"D3/H",0,22500,380689,299209,2704,18225,784,0,484,5476,0,1,3969,17956,169,4,0,9,4,0.061009,0.105625,0.175561,0.553536,10201,0.104329,9801,52441,0
"Josh Bell","NH","2024","MIA","Miami Marlins",31,8,1326,33000000,16500000,1,2,"2023","2024",0,0,0,0,162,62,100,0,0,-38,0,0,0,637,5522,1347,150,841,0.459,0.255,4.3,-0.3,0.09,145,603,538,62,134,23,2,19,71,0,1,51,120,22,6,0,3,1,0.249,0.319,0.405,0.725,100,0.32,101,218,"3D/H",0,21025,363609,289444,3844,17956,529,4,361,5041,0,1,2601,14400,484,36,0,9,1,0.062001,0.101761,0.164025,0.525625,10000,0.1024,10201,47524,0
"Josh Bell","NH","2025","WSH","Washington Nationals",32,9,1327,6000000,6000000,1,1,"2025","2025",0,0,0,0,162,66,96,0,0,-30,0,0,0,687,5422,1313,161,899,0.481,0.254,3.97,0.5,0.25,140,533,468,54,111,16,1,22,63,0,3,57,88,15,5,0,3,1,0.237,0.325,0.417,0.741,110,0.327,112,195,"D3H",1,19600,284089,219024,2916,12321,256,1,484,3969,0,9,3249,7744,225,25,0,9,1,0.056169,0.105625,0.173889,0.549081,12100,0.106929,12544,38025,1
"Josh Donaldson","NH","2019","ATL","Atlanta Braves",33.7,6.158,1328,23000000,23000000,1,1,"2019","2019",2,1,0,0,162,97,65,1,1,32,0,0,0,855,5560,1432,249,743,0.501,0.26,3.66,5.3,28.09,155,659,549,96,142,33,0,37,94,4,2,100,155,13,8,0,2,2,0.259,0.379,0.521,0.9,126,0.388,133,286,"5/HD",0,24025,434281,301401,9216,20164,1089,0,1369,8836,16,4,10000,24025,169,64,0,4,4,0.067081,0.143641,0.271441,0.81,15876,0.150544,17689,81796,0
"Josh Donaldson","NH","2020","MIN","Minnesota Twins",34.7,7.158,1329,92000000,23000000,1,4,"2020","2023",0,0,0,0,60,36,24,1,1,12,0,0,0,269,1937,468,91,215,0.481,0.263,3.99,0.5,0.25,28,102,81,14,18,2,0,6,11,0,0,18,24,4,2,0,1,1,0.222,0.373,0.469,0.842,132,0.359,127,38,"5/H",0,784,10404,6561,196,324,4,0,36,121,0,0,324,576,16,4,0,1,1,0.049284,0.139129,0.219961,0.708964,17424,0.128881,16129,1444,0
