Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,RF/9,RF/G,PB,SB,CS,CS%,Pos,Awards,-9999
210,Myles Straw,23,HOU,AL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/H7D,,strawmy01
211,Pedro Strop,33,CHC,NL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/*1,,stroppe01
212,Stephen Tarpley,25,NYY,AL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,tarplst01
213,Brandon Workman,29,BOS,AL,3,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,workmbr01
214,Steve Cishek,32,CHC,NL,1,0,0,0.2,0,0,0,0,0,,0.00,0.00,,,,,/*1,,cishest01
215,DJ Johnson,28,COL,NL,1,0,0,0.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,johnsdj01
216,Harrison Musgrave,26,COL,NL,2,0,0,0.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,musgrha01
217,Jorge De La Rosa,37,CHC,NL,1,0,0,0.1,0,0,0,0,0,,0.00,0.00,,,,,/*1,,rosajo01
218,Andrew Miller,33,CLE,AL,2,0,0,0.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,millean01
219,Randy Rosario,24,CHC,NL,1,0,0,0.1,0,0,0,0,0,,0.00,0.00,,,,,/*1,,rosarra01
220,Joe Smith,34,HOU,AL,1,0,0,0.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,smithjo05
221,Justin Wilson,30,CHC,NL,1,0,0,0.1,0,0,0,0,0,,0.00,0.00,,,,,/*1,,wilsoju10
222,Fernando Rodney,41,OAK,AL,1,0,0,0.0,0,0,0,0,0,,,0.00,,,,,/*1,,rodnefe01
,MLB Average,,,,,,,,,,,,,.989,4.01,2.36,,,,31.4,,,-9999
