Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,RF/9,RF/G,PB,SB,CS,CS%,Pos,Awards,-9999
210,Yency Almonte,28,LAD,NL,3,0,0,2.1,0,0,0,0,0,,0.00,0.00,,,,,/*1,,almonye01
211,Garrett Cleavinger,28,TBR,AL,2,0,0,2.1,0,0,0,0,0,,0.00,0.00,,,,,/*1,,cleavga01
212,Giovanny Gallegos,30,STL,NL,2,0,0,2.1,1,1,0,0,0,1.000,3.86,0.50,,,,,/*1,,gallegi01
213,Kyle Gibson,34,PHI,NLWS,2,0,0,2.1,2,0,2,0,0,1.000,7.71,1.00,,,,,/1,,gibsoky01
214,Trevor May,32,NYM,NL,2,0,0,2.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,maytr01
215,Clarke Schmidt,26,NYY,AL,3,0,0,2.1,2,1,1,0,0,1.000,7.71,0.67,,,,,/1,,schmicl01
216,Spencer Strider,23,ATL,NL,1,1,0,2.1,1,0,0,1,0,.000,0.00,0.00,,,,,/1,,stridsp01
217,Jason Adam,30,TBR,AL,1,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,adamja01
218,Miguel Castro,27,NYY,AL,2,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,castrmi01
219,Paul DeJong,28,STL,NL,1,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/6,,dejonpa01
220,Ben DeLuzio,27,STL,NL,1,0,0,2.0,1,1,0,0,0,1.000,4.50,1.00,,,,,/8DH,,deluzbe01
221,Dalton Guthrie,26,PHI,NL,1,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/9H,,guthrda01
222,Kenley Jansen,34,ATL,NL,2,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,janseke01
223,Tommy Kahnle,32,LAD,NL,3,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/*1,,kahnlto01
224,Seth Lugo,32,NYM,NL,3,0,0,2.0,1,1,0,0,0,1.000,4.50,0.33,,,,,/*1,,lugose01
225,Chris Martin,36,LAD,NL,2,0,0,2.0,1,1,0,0,0,1.000,4.50,0.50,,,,,/1,,martich02
226,James McCann,32,NYM,NL,1,0,0,2.0,4,4,0,0,0,1.000,18.00,4.00,0,0,0,,/2,,mccanja02
227,Cody Morris,25,CLE,AL,1,0,0,2.0,1,1,0,0,0,1.000,4.50,1.00,,,,,/1,,morrico01
228,Charlie Morton,38,ATL,NL,1,1,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,mortoch02
229,David Peterson,26,NYM,NL,2,0,0,2.0,1,0,1,0,0,1.000,4.50,0.50,,,,,/1,,peterda01
230,Jackson Stephens,28,ATL,NL,1,0,0,2.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,stephja01
231,Diego Castillo,28,SEA,AL,3,0,0,1.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,castidi01
232,Jordan Hicks,25,STL,NL,2,0,0,1.2,1,0,1,0,1,1.000,5.40,0.50,,,,,/*1,,hicksjo03
233,Corey Kluber,36,TBR,AL,1,0,0,1.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,klubeco01
234,Tim Mayza,30,TOR,AL,2,0,0,1.2,0,0,0,0,0,,0.00,0.00,,,,,/*1,,mayzati01
235,Drew Rasmussen,26,TBR,AL,1,0,0,1.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,rasmudr01
236,Jordan Romano,29,TOR,AL,1,0,0,1.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,romanjo03
237,Shawn Armstrong,31,TBR,AL,1,0,0,1.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,armstsh01
238,Jackie Bradley Jr.,32,TOR,AL,1,0,0,1.1,1,1,0,0,0,1.000,6.75,1.00,,,,,/8,,bradlja02
239,Mychal Givens,32,NYM,NL,2,0,0,1.1,1,0,1,0,0,1.000,6.75,0.50,,,,,/1,,givenmy01
240,Tony Gonsolin,28,LAD,NL,1,1,0,1.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,gonsoto01
241,Brusdar Graterol,23,LAD,NL,2,0,0,1.1,1,0,1,0,0,1.000,6.75,0.50,,,,,/1,,gratebr01
242,Raisel Iglesias,32,ATL,NL,2,0,0,1.1,1,0,1,0,0,1.000,6.75,0.50,,,,,/1,,iglesra01
243,Sean Manaea,30,SDP,NL,1,0,0,1.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,manaese01
244,Adam Cimber,31,TOR,AL,2,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/*1,,cimbead01
245,Joey Gallo,28,LAD,NL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/7,,gallojo01
246,Yimi García,31,TOR,AL,2,0,0,1.0,1,0,1,0,0,1.000,9.00,0.50,,,,,/*1,,garciyi01
247,Domingo Germán,29,NYY,AL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,germado01
248,Ryan Helsley,27,STL,NL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,helslry01
249,Frankie Montas,29,NYY,AL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,montafr02
250,Adrián Morejón,23,SDP,NL,2,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,morejad01
251,Nick Nelson,26,PHI,WS,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,nelsoni01
252,Adam Ottavino,36,NYM,NL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,ottavad01
253,Marcell Ozuna,31,ATL,NL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/D7H,,ozunama01
254,Zach Plesac,27,CLE,AL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,plesaza01
255,Brooks Raley,34,TBR,AL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,raleybr01
256,Trevor Richards,29,TOR,AL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,richatr01
257,Drew Smith,28,NYM,NL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,smithdr01
258,Erik Swanson,28,SEA,AL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,swanser01
259,Blake Treinen,34,LAD,NL,1,0,0,1.0,0,0,0,0,0,,0.00,0.00,,,,,/1,,treinbl01
260,Bailey Falter,25,PHI,NL,1,1,0,0.2,1,1,0,0,0,1.000,13.50,1.00,,,,,/1,,falteba01
261,Andre Pallante,23,STL,NL,1,0,0,0.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,pallaan01
262,Nick Sandlin,25,CLE,AL,1,0,0,0.2,0,0,0,0,0,,0.00,0.00,,,,,/1,,sandlni01
263,Matthew Boyd,31,SEA,AL,1,0,0,0.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,boydma01
264,Aaron Civale,27,CLE,AL,1,1,0,0.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,civalaa01
265,Zach Pop,25,TOR,AL,1,0,0,0.1,0,0,0,0,0,,0.00,0.00,,,,,/1,,popza01
266,Anthony Bass,34,TOR,AL,1,0,0,0.0,0,0,0,0,0,,,0.00,,,,,/1,,bassan01
267,Pete Fairbanks,28,TBR,AL,1,0,0,0.0,0,0,0,0,0,,,0.00,,,,,/1,,fairbpe01
,MLB Average,,,,,,,,,,,,,.990,3.85,2.57,,,,22.7,,,-9999
